DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
USA;AXM;11011;10808289;4572565553
PAN;AXM;2158;18547;7846512366
DEU;BOG;576;447552;1814268395
DEU;BOG;84;525;222107025
DEU;BOG;30;114;48228954
DEU;BOG;90;3135;132629623
DEU;BOG;5;307;12987972
DEU;BOG;144;768;324910848
DEU;BOG;8;37;15653257
DEU;BOG;32;3355612;1422393593
DEU;BOG;20;3280;138764008
DEU;BOG;50;77414;3275084425
DEU;BOG;18;6624;2802356064
DEU;BOG;25;6200;26229781
DEU;BOG;30;4920;208146012
DEU;BOG;35;6860;290219846
DEU;BOG;20;2560;108303616
DEU;BOG;1031;10792611;4562457582
DEU;BOG;2;1161212;4893312531
DEU;BOG;8960;16128;68231278
DEU;BOG;140;20077194;8465718567
DEU;BOG;4900;882;3715425
DEU;BOG;14400;2592;10918800
DEU;BOG;10555;18919;800646404
DEU;BOG;37203;663934;2809748769
DEU;BOG;58832;1577371;6602233845
DEU;BOG;2825;452;191223572
DEU;BOG;23620;42634;1789415985
DEU;BOG;9;18;7653762
DEU;BOG;495;1445;614427
DEU;BOG;78;195;82915755
DEU;BOG;20;75;31890675
DEU;BOG;2706;10305;438177874
DEU;BOG;99;3672;156136744
DEU;BOG;81;2769;117740372
DEU;BOG;1962;1008;428610672
DEU;BOG;17706;7254;3084466086
DEU;BOG;29;164;69734276
DEU;BOG;325;1215;51662893
DEU;BOG;140;31766;1346513091
DEU;BOG;30;4514457;1905728364
DEU;BOG;28478;98500;417526725
DEU;BOG;27;61500;260689275
DEU;BOG;106196;2840836;1197021349
DEU;BOG;10;61991;255441354
DEU;BOG;270;961438;3961720651
DEU;BOG;12;35354;145680399
DEU;BOG;1;608;25053369
DEU;BOG;32;150;637350
DEU;BOG;3;120;4944744
DEU;BOG;1;3710;162745086
DEU;BOG;31;240964;1015415067
DEU;BOG;4;32786;13815922
DEU;BOG;27;317202;1336679711
DEU;BOG;8;34071;1381156569
DEU;BOG;24;151978;637709295
DEU;BOG;2;100;405376
DEU;BOG;2;549978;2266250346
DEU;BOG;37600;6812;2884885424
DEU;BOG;11520;20736;8735040
DEU;BOG;63680;1150384;48459926
DEU;BOG;4400;836;3552164
DEU;BOG;8800;1672;7104328
DEU;BOG;5476;93092;39215005
DEU;BOG;16438;34638;145912575
DEU;BOG;2802;396594;1677834542
DEU;BOG;1;240224;99487088
DEU;BOG;1;36198;149911483
DEU;BOG;1;268195;1110710818
DEU;BOG;50;4345;184649899
DEU;BOG;300;6845;290892649
DEU;BOG;24480;4892;20786108
DEU;BOG;2250;672;284296992
DEU;BOG;26256;2849186;1200219603
DEU;BOG;23220;319957;135088725
DEU;BOG;70780;1080106;4562043843
DEU;BOG;1800;9245;391881682
DEU;BOG;1550;1012275;4294960455
DEU;BOG;5;55000;222956800
DEU;BOG;2714;321464;141015327
DEU;BOG;12521;9440;399065616
DEU;BOG;7100;1278;5383575
DEU;BOG;41367;745006;3138337775
DEU;BOG;1;63961;271770289
DEU;BOG;246;208167;864921394
DEU;BOG;7537;41130;1743439005
DEU;BOG;1300;7800;33063030
DEU;BOG;2;1;423885
DEU;BOG;180;477;202193145
DEU;BOG;3420;181838;7707840063
DEU;BOG;4800;624;263990064
DEU;BOG;20;847;36015202
DEU;BOG;25;11266;48109937
DEU;BOG;130;4894;208093261
DEU;BOG;26;11295;48027357
DEU;BOG;10;4;1692788
DEU;BOG;13;15771;67059711
DEU;BOG;216;80875;351438501
DEU;BOG;70;3299;141972097
DEU;BOG;1125;588452;2528188148
DEU;BOG;17;864;36738058
DEU;BOG;1000;12249;5146454
DEU;BOG;319;578257;2429564133
DEU;BOG;253671;138811;581203045
DEU;BOG;2040;27744;116912383
DEU;BOG;2380;32368;13639778
DEU;BOG;40200;65184;2768215968
DEU;BOG;230280;368844;156569128
DEU;BOG;180;27;11843982
DEU;BOG;4760;6188;261790146
DEU;BOG;2380;3094;130895073
DEU;BOG;13320;21312;900941356
DEU;BOG;91980;136908;5789036573
DEU;BOG;8160;2448;1024590432
DEU;BOG;8;8800;37301880
DEU;BOG;2;2200;9325470
DEU;BOG;48568;39695;1672151875
DEU;BOG;834;834;3529462
DEU;BOG;32845;46465;1883579584
DEU;BOG;338121;245878387;10373020843
DEU;BOG;560;1975322;8359503444
DEU;BOG;21625;6386388;2801491278
DEU;BOG;300;8831;363891952
ARM;BOG;60;12;49447
ARM;BOG;448;14688;64431262
ARM;BOG;800;148;60100284
ARM;BOG;1540;2464;108087302
ARM;BOG;37690;56535;2479998231
ARM;BOG;10560;32704;1425698176
ARM;BOG;700;126;5340951
ABW;BOG;2864;97786;428953934
ABW;BOG;2532;86624;379990035
ABW;BOG;1593;46456;203786676
ABW;BOG;25;3875;169983075
ABW;BOG;156;10734;47086408
ABW;BOG;161;65125;285681232
ABW;BOG;4325;1384;585516424
ABW;BOG;3340;15635;661455873
ABW;BOG;169;9312;393954402
ABW;BOG;13566;514846;2182354966
ABW;BOG;564;21405;90732584
ABW;BOG;377;14308;60649465
ABW;BOG;1317;49982;2118662
ABW;BOG;752;2854;120976779
ABW;BOG;376;1427;60488389
ABW;BOG;29025;1101532;4669228908
ABW;BOG;9096;64365;27283358
ABW;BOG;30;877;36137837
ABW;BOG;120;31392;129354503
ABW;BOG;24;38766;163646404
ABW;BOG;344;576612;2434104129
ABW;BOG;75;2378;1003846542
ABW;BOG;347;74762;3155995591
ABW;BOG;41;205;85833705
ABW;BOG;8;18;7598502
ABW;BOG;4591;139065;610030872
ABW;BOG;200;6058;26574386
ABW;BOG;998;3023;132608731
ABW;BOG;798;24172;106034345
ABW;BOG;600;18174;79723158
ABW;BOG;200;6058;26574386
ABW;BOG;7985;241876;1061027768
ABW;BOG;715;36288;159183118
ABW;BOG;225;3300;13598046
ABW;BOG;86;14442;59509994
ABW;BOG;21;35079;144547228
ABW;BOG;113;338879;1396391584
ABW;BOG;241;525443;2165150934
ABW;BOG;60;16826;693335521
ABW;BOG;228;497533;205014443
ABW;BOG;12;5466;22523308
ABW;BOG;524;5824;246870624
ABW;BOG;291;23069;97786029
ABW;BOG;4188;239364;1002219461
ABW;BOG;3682;19536;817974273
ABW;BOG;31067;66356;2778332355
ABW;BOG;14412;61644;2581040444
ABW;BOG;1666;10992;460236139
ABW;BOG;325;15457;6369242334
ABW;BOG;21;567;233639154
ABW;BOG;4725;1542;66877168
ABW;BOG;250;35;14654535
ABW;BOG;1750;2425;10450872
ABW;BOG;2630;6576;282440245
ABW;BOG;1660;498;214719138
ABW;BOG;500;3165;137690566
ABW;BOG;5437;268991;115770332
ABW;BOG;188;251424;1073405048
ABW;BOG;60;12272;5173993
ABW;BOG;55;12453;52519512
ABW;BOG;168;36655;154617151
ABW;BOG;60;12273;52694354
ABW;BOG;55;12452;53537524
ABW;BOG;168;36655;157724417
ABW;BOG;38922;34810196;1508545745
ABW;BOG;474;379259;1603275704
BIH;BOG;5;40;1685588
BIH;BOG;31755;88915;3753448918
BIH;BOG;9000;1080;45591012
AGO;BOG;3;1229998;5226261502
AGO;BOG;30;35487;150784263
AGO;BOG;95;29965;127321285
AGO;BOG;2385;145522;618322978
AGO;BOG;265;5657;24036593
SAU;BOG;920;7668;324156265
SAU;BOG;8772;587526;2480176381
SAU;BOG;11948;941873;4027265395
SAU;BOG;10;138;6015972
SAU;BOG;962;36556;159362226
SAU;BOG;30;1212;51274993
SAU;BOG;20;1182;5000581
SAU;BOG;28;1281;54194114
SAU;BOG;16;672;28429699
SAU;BOG;14;504;21322274
SAU;BOG;45;13875;58699713
SAU;BOG;25;1485;62824558
SAU;BOG;153;785;33210288
SAU;BOG;20;90;3807549
SAU;BOG;17;9267;3756619392
SAU;BOG;6;1711;693598336
SAU;BOG;3;891;361190016
SAU;BOG;16;2014609;8489501887
SAU;BOG;6;5144456;2167858325
SAU;BOG;12900;4093;1695087299
SAU;BOG;800;152;62949736
SAU;BOG;210;21;8697
SAU;BOG;540;1728;7156391
SAU;BOG;610;6845;283480883
SAU;BOG;700;219;90697317
SAU;BOG;469;2582;1069317226
SAU;BOG;5040;4617648;1945863014
SAU;BOG;8400;769608;3249508162
SAU;BOG;4219;148404;6509978905
SAU;BOG;720;10320;427395576
SAU;BOG;130;10964;468890548
SAU;BOG;260;150825;646650446
SAU;BOG;1335;6173;264769206
SAU;BOG;73;4827;208424236
SAU;BOG;1539;11534;496386746
SAU;BOG;126;11256;47861525
SAU;BOG;20;180;7562754
SAU;BOG;2;11985;50802617
SAU;BOG;8;68;288241
SAU;BOG;1;726;3077405
SAU;BOG;37;186316;789765576
SAU;BOG;4;177705;755194715
SAU;BOG;1;42432;179862883
DZA;BOG;17;750;31660425
DZA;BOG;2943;1975572;8374153372
ARG;BOG;50;190931;804577506
ARG;BOG;61;38950;165498550
ARG;BOG;2;3250;13809250
ARG;BOG;31460;3146;1331377762
ARG;BOG;95950;264465;1152908721
ARG;BOG;51702;10376;43708900
ARG;BOG;64;1010;41964894
ARG;BOG;13273;236254;978429403
ARG;BOG;3200;58448;2428479331
ARG;BOG;275077;8419045;3562497931
ARG;BOG;151368;141713;5995324349
ARG;BOG;300;29371;1244992633
ARG;BOG;1200;7668;3113844444
ARG;BOG;2;373316;1515972812
ARG;BOG;250707;234715;9929876261
ARG;BOG;78;1880;82469208
ARG;BOG;7;68528;282377847
ARG;BOG;20;1456;61717656
ARG;BOG;1;3262;13827128
ARG;BOG;1;7385;31303907
ARG;BOG;5;4305;18248249
ARG;BOG;1;850;36030225
ARG;BOG;29;36;1525986
ARG;BOG;8;73415;311195172
ARG;BOG;1;4456;18888315
ARG;BOG;1;1297;549778845
ARG;BOG;1;2846;12063767
ARG;BOG;1;143;60615555
ARG;BOG;10;321;13606708
ARG;BOG;4;3484;14768153
ARG;BOG;10;108;4577958
ARG;BOG;3;7364;3109147
ARG;BOG;1300;78;33166302
ARG;BOG;17;17226;73246502
ARG;BOG;72;6156;26175865
ARG;BOG;12;297064;1243809938
ARG;BOG;17075;223683;929389444
ARG;BOG;760;4712;195780772
ARG;BOG;18625;55505;2354988744
ARG;BOG;4200;462;193439862
ARG;BOG;355;3045;127494454
ARG;BOG;3240;6704;28485296
ARG;BOG;2;88168;386763038
ARG;BOG;179;1746727;7501828342
ARG;BOG;2;6464;2835537
ARG;BOG;1;9983;40468686
ARG;BOG;896800;4481509;1874082415
ARG;BOG;1;2285;100235181
ARG;BOG;60000;51516;2174691272
ARG;BOG;21;21434;86888291
ARG;BOG;69;328422;1331343966
ARG;BOG;1;21457;86981528
ARG;BOG;155;1108176;4492279541
ARG;BOG;24;140495;569533011
ARG;BOG;12;13715;55597318
ARG;BOG;202428;146355666;6197042738
AUS;BOG;216960;3824417;1614224632
AUS;BOG;19600;5467;2304265579
AUS;BOG;22000;2200;9288598
AUS;BOG;8100;4860;205607646
AUS;BOG;335;223;94270797
AUS;BOG;1500;315;132995835
AUS;BOG;5400;1134;478785006
AUS;BOG;7150;2431;1066397046
AUS;BOG;33600;5880;238776804
AUS;BOG;16850;3370;147830442
AUS;BOG;60770;116383;4717887501
AUS;BOG;2988;30024;1317050798
AUS;BOG;40;84;36847944
AUS;BOG;500;20;846394
AUS;BOG;140;4648;196701965
AUS;BOG;367;1011074;4277288006
AUS;BOG;5;16559;7007719
AUS;BOG;189;139288;591129465
AUS;BOG;4;1496;6064424
AUS;BOG;1;122;531846
AUS;BOG;149;194082;822210999
AUS;BOG;208;693501;2934931745
AUS;BOG;2791;6301127;2667995888
AUS;BOG;254;384982;1676833074
AUS;BOG;704;181348;75409223
AUS;BOG;3750;6565112;2765853528
AUS;BOG;150;1714;720142242
AUS;BOG;200;7821;343080678
AUS;BOG;2932;23040;1010686464
AUS;BOG;396;41497;18203323
AUS;BOG;1650;3135;127085376
AUS;BOG;1000;180;7536618
AUS;BOG;20800;768775;3268900489
AUS;BOG;16;29805;1300102719
AUS;BOG;5;750;30456225
AUS;BOG;4450;801;338613939
AUS;BOG;495;17381033;7624468222
AUS;BOG;2;20;824124
AUS;BOG;35675;85965;3628917913
AUS;BOG;640;896;378236544
AUS;BOG;630;11136;47009399
AUS;BOG;1725;298725;1261034727
AUS;BOG;20700;2958;1248687162
AUS;BOG;2400;504;212758056
AUS;BOG;1340;11306;477270352
AUS;BOG;476;532;224577948
AUS;BOG;24;804;3416196
AUS;BOG;216308;5274239;2228797773
AUS;BOG;28500;58905;2486609779
AUS;BOG;45000;8855;367919937
AUS;BOG;1620;8208;349011547
AUS;BOG;5670;17958;763590322
AUS;BOG;92;1325;55815625
AUS;BOG;20775;4729;2001469619
AUS;BOG;107;697;30385018
AUS;BOG;7750;14725;626120253
AUS;BOG;450;2925;122894752
AUS;BOG;100;36398672;1525817517
AUS;BOG;744;1867767;7936141983
AUT;BOG;12480;21216;90146784
AUT;BOG;34560;58752;249637248
AUT;BOG;19152;370096;1573681501
AUT;BOG;72240;105982;450317518
AUT;BOG;520;992;4215008
AUT;BOG;22890;41324;175585676
AUT;BOG;28960;46144;1960411398
AUT;BOG;97860;15101;6415449057
AUT;BOG;240;48;203952
AUT;BOG;16270;29748;126399252
AUT;BOG;175;346325;1471534925
AZE;BOG;9140;597097;2530419454
AZE;BOG;64;1536;67379097
AZE;BOG;10450;18155;766796729
AZE;BOG;4;454972;1933176028
BHS;BOG;1;1000;4187010
BHS;BOG;8;12356;525094167
BHS;BOG;124;926987;3939425923
BHS;BOG;927;1097869;4665624867
BHS;BOG;8;26544;112804302
BHS;BOG;5;4575;194424232
BHS;BOG;1911;3546237;1507047884
BHS;BOG;96;325248;1382209678
BHS;BOG;1355;1290084;5468472562
BHR;BOG;300;96;40582944
BHR;BOG;500;3373;140146126
BHR;BOG;220;832;35171884
BHR;BOG;3;52;21982428
BHR;BOG;3612;22104;9311310
BHR;BOG;3455;20511;862585486
BHR;BOG;240;672;28438838
BHR;BOG;1010;2146;94137723
BHR;BOG;46;1741;7333962
BHR;BOG;12;3489;14697412
BHR;BOG;6;1244;524035
BHR;BOG;12;6419;27040037
BHR;BOG;17425;4575;192721875
BHR;BOG;15;765;32225625
BHR;BOG;924;4338;18273825
BHR;BOG;18000;4410;187517169
BHR;BOG;18700;2949;1195453824
BHR;BOG;11850;1422;576444672
BHR;BOG;54;54;22755222
BHR;BOG;3400;10225;430230624
BHR;BOG;10625;265625;1121306718
BHR;BOG;101225;16090;6699383737
BHR;BOG;750;90;3768309
BHR;BOG;2600;520;21772452
BHR;BOG;2920;8076;338142927
BHR;BOG;192;242901;1017028915
BRB;BOG;26600;456733;1918977401
BRB;BOG;27000;99754;419119423
BRB;BOG;30000;87076;365852426
BRB;BOG;21000;1794;753754482
BRB;BOG;280;532545;2248080137
BRB;BOG;105;396043;1631942706
BRB;BOG;431;182542;752186216
BRB;BOG;959;1224632;5046243111
BRB;BOG;36;274106;1129486665
BRB;BOG;723;76742;31622462
BEL;BOG;60;2366;99064656
BEL;BOG;36;24282;101668976
BEL;BOG;380;25821;1081127852
BEL;BOG;99;30228;126564938
BEL;BOG;1395;108149;452820944
BEL;BOG;207;122307;512100632
BEL;BOG;350;14175;593508667
BEL;BOG;1;40;1648248
BEL;BOG;45;1645575;7218578028
BEL;BOG;1400;7524;3197481804
BEL;BOG;1160;8700;369592254
BEL;BOG;140;1190;48323877
BEL;BOG;756;399398;1659474726
BEL;BOG;155;7776;3204194112
BEL;BOG;348;5967619;2519582435
BLZ;BOG;72;644;27190259
BLZ;BOG;975;1355;57209319
BLZ;BOG;155;104;43909736
BLZ;BOG;1216;210;8866389
BLZ;BOG;51457;1056399;4474042223
BLZ;BOG;156;642;27987348
BLZ;BOG;2466;1248167;5441259019
BLZ;BOG;237;225165;987722298
BLR;BOG;32458;3252312;1374879123
BLR;BOG;72650;2506498;1038048601
BLR;BOG;39500;78035;32317649
BLR;BOG;66500;2230044;9235571122
BLR;BOG;2650;500;2070715
BLR;BOG;85600;1643203;68052102
BLR;BOG;7950;27635;114448418
BLR;BOG;10000;1900;7868717
BLR;BOG;1120;3464;1519539024
BLR;BOG;104;274;120194484
BLR;BOG;12850;44955;1861779856
BLR;BOG;1750;3325;137702547
BLR;BOG;6400;1212;501941316
BLR;BOG;1600;5984;247823171
BLR;BOG;400;512;20791449
BLR;BOG;12700;16129;65497127
BLR;BOG;11225;363295;1543898394
BLR;BOG;7850;101295;430474374
BLR;BOG;25350;289215;1229079877
BLR;BOG;12000;1632;687719904
BLR;BOG;500;5;21194
BLR;BOG;246;446;188273994
BLR;BOG;25;272;1148218
BOL;BOG;164;64671;273046782
BOL;BOG;683;26582;1122315963
BOL;BOG;160;1248;526916832
BOL;BOG;250;19875;839140387
BOL;BOG;860;29442;1243067737
BOL;BOG;180;675;284991075
BOL;BOG;500;185481;783117475
BOL;BOG;180;7083;299050634
BOL;BOG;253;96278;406494381
BOL;BOG;340;2556;1079166204
BOL;BOG;180;12888;544142959
BOL;BOG;700;4515;1906273635
BOL;BOG;160;6624;279671241
BOL;BOG;250;16775;708255597
BOL;BOG;180;14328;604941055
BOL;BOG;643;1536733;6529578517
BOL;BOG;170;59103;251128647
BOL;BOG;50;371;1576379
BOL;BOG;172;26660;1098557292
BOL;BOG;89;40829;168240793
BOL;BOG;99;73425;302556523
BOL;BOG;32;24864;102455095
BOL;BOG;10;643;26495586
BOL;BOG;102;37298;153690884
BOL;BOG;198;75686;311873245
BOL;BOG;66;15114;6227905
BOL;BOG;13;2925;12052813
BOL;BOG;132;5529;227829079
BOL;BOG;10;976;40217251
BOL;BOG;45;28395;117005004
BOL;BOG;15;4875;20088022
BOL;BOG;250;116828;481403793
BOL;BOG;160;7692;324763162
BOL;BOG;1666;456035;1925420813
BOL;BOG;204;5304;223939653
BOL;BOG;19;50174;211839143
BOL;BOG;18;35874;151463256
BOL;BOG;149;90145;382111133
BOL;BOG;12;6564;27823811
BOL;BOG;38;17848;75654994
BOL;BOG;65;4199;177989311
BOL;BOG;39;13844;58682639
BOL;BOG;32;13952;59140435
BOL;BOG;90;37135;157409694
BOL;BOG;239;75238;318922596
BOL;BOG;33;11369;48191485
BOL;BOG;245;70379;298326024
BOL;BOG;101;57731;244713049
BOL;BOG;319;78963;334712312
BOL;BOG;48;1816;76977516
BOL;BOG;266;87868;372459271
BOL;BOG;11;10274;43549944
BOL;BOG;74;30266;128293034
BOL;BOG;59;59412;251838556
BOL;BOG;4;1964;8325101
BOL;BOG;38;16302;69101732
BOL;BOG;20;368;15598968
BOL;BOG;85400;12943;5333318466
BOL;BOG;58404;1042644;4296339719
BOL;BOG;31997;71333;306907458
BOL;BOG;153519;348429;1502202762
BOL;BOG;14961;26634;11523761
BOL;BOG;29817;62091;271857143
BOL;BOG;90253;244459;1030142892
BOL;BOG;65056;121783;517407687
BOL;BOG;2829;6336;27246794
BOL;BOG;11011;21228;91153423
BOL;BOG;16454;30955;133516803
BOL;BOG;1368;2456;1034951
BOL;BOG;17504;40269;173217996
BOL;BOG;466;1102;4738946
BOL;BOG;1804;243896;1053619355
BOL;BOG;11018;11975;504961378
BOL;BOG;39722;373756;1632741736
BOL;BOG;10491;14286902;5800108289
BOL;BOG;135;1557238;6416786046
BOL;BOG;172982;9046546;3682714307
BOL;BOG;2805;2235621;9212144604
BOL;BOG;100;3903;1582182528
BOL;BOG;4397;219125;88828016
BOL;BOG;8526;2066587;8389697402
BOL;BOG;14687;53421;2267721248
BOL;BOG;7091;340716;1444927874
BOL;BOG;7734;202322;8201648307
BOL;BOG;1964;110364;46927766
BOL;BOG;213201;4812736;2031980454
BOL;BOG;281684;9977531;4196258408
BOL;BOG;164859;7975116;3342479527
BOL;BOG;220978;8329491;3502972496
BOL;BOG;96992;652848;2761945277
BOL;BOG;220;27000;117703799
BOL;BOG;77;175;7676655
BOL;BOG;456;819;3451241
BOL;BOG;95;49495;200640851
BOL;BOG;99;63469;257948468
BOL;BOG;285;138182;560156664
BOL;BOG;5;144;5837414
BOL;BOG;270;110556;454710944
BOL;BOG;98;42531;172410466
BOL;BOG;2177;550625;22321016
BOL;BOG;363;113704;460928727
BOL;BOG;176;70655;286418412
BOL;BOG;64;23894;96860541
BOL;BOG;1867;438033;177790181
BOL;BOG;504;210835;854674489
BOL;BOG;96;24012;97579046
BOL;BOG;28;26768;108511047
BOL;BOG;16;7183;29598413
BOL;BOG;244;162116;657179356
BOL;BOG;8;4752;19263467
BOL;BOG;126;25389;102920912
BOL;BOG;120;1000;4359400
BOL;BOG;9835;1752;768542832
BOL;BOG;4;2084;9141799
BOL;BOG;13;8944;39234287
BOL;BOG;26;1248;54745516
BOL;BOG;15;1044;4579673
BOL;BOG;300;22674;966725162
BOL;BOG;289;117143;50649445
BOL;BOG;57;29241;128270325
BOL;BOG;92;33625;142730086
BOL;BOG;41;17712;77696521
BOL;BOG;812;195762;857535212
BOL;BOG;236;115202;5046474
BOL;BOG;45;13382;57986756
BOL;BOG;148;48335;203080952
BOL;BOG;84;48378;204874469
BOL;BOG;825;190256;827793743
BOL;BOG;532;216844;947463131
BOL;BOG;107;43221;186001347
BOL;BOG;17;8211;34498762
BOL;BOG;314;231764;1014450344
BOL;BOG;7;3108;13058355
BOL;BOG;178;143307;61691369
BOL;BOG;33;19602;85987309
BOL;BOG;8;2488;1091401
BOL;BOG;218;124889;526085214
BOL;BOG;46;21091;92080287
BOL;BOG;29;6264;27478038
BOL;BOG;161;389633;1618901737
BOL;BOG;25;69725;289703191
BOL;BOG;20;39655;163403186
BOL;BOG;383;168;73695888
BOL;BOG;3;5374;2357391084
BOL;BOG;1;394;172834404
BOL;BOG;2;100;438666
BOL;BOG;512;685;30048621
BOL;BOG;331;145;6360657
BOL;BOG;180;5130;213148422
BOL;BOG;81;8222;358429868
BOL;BOG;151;7852;342300088
BOL;BOG;155;43044;178263712
BOL;BOG;30;732;303152676
BOL;BOG;222;371018;1536545071
BOL;BOG;38275;732324;3032868578
BOL;BOG;28;14712;60928718
BOL;BOG;3366;794;337615946
BOL;BOG;100;5300;23249298
BOL;BOG;1;22;9354598
BOL;BOG;586;71485;2946374586
BOL;BOG;1;19;8078971
BOL;BOG;1;21;8929389
BOL;BOG;5;108;45922572
BOL;BOG;504;8534;3566723178
BOL;BOG;3;58;24662122
BOL;BOG;1;19;8078971
BOL;BOG;15725;402058;1708344442
BOL;BOG;20000;33888;1423814486
BOL;BOG;77;6375;262689525
BOL;BOG;42;2625;108166275
BOL;BOG;40;4;1656572
BOL;BOG;130;13;5383859
BOL;BOG;5288;507676;2109363319
BOL;BOG;312;197832;815190495
BOL;BOG;136;34;1482196
BOL;BOG;218028;1720039;7355892475
BOL;BOG;15161;64958;2788776428
BOL;BOG;14275;395067;1674192683
BOL;BOG;3028;85351;367986549
BOL;BOG;97626;1232751;5287755783
BOL;BOG;26247;93508;395163428
BOL;BOG;11535;53396;234230097
BOL;BOG;85312;11769829;4989053966
BOL;BOG;82656;1152864;4880785784
BOL;BOG;14914;731831;3166180492
BOL;BOG;41076;1084799;4617114609
BOL;BOG;2028;48325;204404537
BOL;BOG;1512;295413;1257159512
BOL;BOG;17324;72813;314568253
BOL;BOG;5267;38338;162069677
BOL;BOG;92;5566;235001529
BOL;BOG;5;2635;11125207
BOL;BOG;180;103168;435584581
BOL;BOG;7;4522;1909229
BOL;BOG;5;179;7557541
BOL;BOG;105;41033;173245018
BOL;BOG;5;217;9161935
BOL;BOG;229;5356;22613514
BOL;BOG;260;68872;290783782
BOL;BOG;98;34254;14462347
BOL;BOG;45;1962;82837405
BOL;BOG;1201;28555;1205617799
BOL;BOG;478;164048;69262542
BOL;BOG;274;63509;268140713
BOL;BOG;23;218;92041562
BOL;BOG;124;59296;250353048
BOL;BOG;248;246933;1042573349
BOL;BOG;58;16528;69782703
BOL;BOG;97;43692;184471556
BOL;BOG;7;3276;13831566
BOL;BOG;7029;423327;1794419653
BOL;BOG;2;1288;5459638
BOL;BOG;2142;21646;94681442
BOL;BOG;67;6623;27962902
BOL;BOG;99;534672;221430666
BOL;BOG;2092;62523;267857794
BOL;BOG;12434;748083;3219046837
BOL;BOG;20074;12172;517473185
BOL;BOG;226;35356;152058342
BOL;BOG;2635;32181;141167105
BOL;BOG;420;252601;1108074702
BOL;BOG;4598;491233;2074029936
BOL;BOG;1337;28236;119974764
BOL;BOG;66;4141;17483674
BOL;BOG;51393;445848;1932693181
BOL;BOG;14;49197;211204703
BOL;BOG;757;25114;106247539
BOL;BOG;15319;73676;314033377
BOL;BOG;4;696923;2961225827
BOL;BOG;132;42878;182188622
BOL;BOG;12;542098;2303374402
BOL;BOG;2;2986291;1309984328
BOL;BOG;24;195624;810163102
BOL;BOG;737;623539;2735253589
BOL;BOG;21684;646215;2733883641
BOL;BOG;68266;60814414;2629073153
BOL;BOG;41;4548;18740579
BOL;BOG;18;624;257126688
BOL;BOG;21;11213;46204512
BOL;BOG;38;540445;2226968475
BOL;BOG;246;5376;22152453
BOL;BOG;9;70878;292061304
BOL;BOG;27;65033;26797628
BOL;BOG;5;1061;43719778
BOL;BOG;170;6120;257894964
BOL;BUN;787899;8118783;3502351009
BOL;BUN;19941;833235;3552776556
BOL;BUN;17654;659898;2805336848
BOL;BUN;2673;72314;306902227
BOL;BUN;364944;14646;6383365296
BOL;BUN;2533;8446;3704973
BOL;BUN;65864;228935;96187727
BOL;BUN;14577;8254;362074916
BOL;BUN;76352;909313;3820745406
BOL;BUN;5182;251023;106093602
BOL;BUN;578;17599;73942726
BOL;BUN;109745;1169082;4990339907
BOL;BUN;42184;143869;631104387
BOL;BUN;5103;915284;3861996256
BOL;BUN;95308;398654;1714241139
BOL;BUN;3416;35075;151114028
BOL;BUN;265;16452;7043392
BOL;BUN;381;7737;32507237
BOL;BUN;818;22836;96449321
BOL;BUN;10;1246;5465778
BOL;BUN;62;4372;18369089
BRA;BOG;1000;10934;4607554797
BRA;BOG;21000;2862381;1226110443
BRA;BOG;13500;32061;1321111978
BRA;BOG;45925;19946;8749632036
BRA;BOG;3600;396;173711736
BRA;BOG;25375;71955;305736795
BRA;BOG;24000;2688;1125468288
BRA;BOG;23400;21168;894417811
BRA;BOG;100;440;18130728
BRA;BOG;252;1134;467278308
BRA;BOG;1648;5437824;229878028
BRA;BOG;2;19735;865707351
BRA;BOG;20;77638;329883862
BRA;BOG;1;1601945;6806664305
BRA;BOG;102;91566;389063934
BRA;BOG;18;512503;2179208881
BRA;BOG;206677;2553754;1081412729
BRA;BOG;720;26732;1130065894
BRA;BOG;51;4998;20999246
BRA;BOG;1323;4274427;1761328938
BRA;BOG;77280;697046;2942990946
BRA;BOG;1;4487219;1858350338
BRA;BOG;198;54054;228507339
BRA;BOG;2814;1229523;5197673234
BRA;BOG;294;80262;339298776
BRA;BOG;3897;1519225;6422356572
BRA;BOG;4381;141742;5991987133
BRA;BOG;1008;178074;753361645
BRA;BOG;110538;418994;1698501117
BRA;BOG;874099;5864386;2377281339
BRA;BOG;502392;2846736;1210123558
BRA;BOG;24000;2712;1146468168
BRA;BOG;9200;1840;78238456
BRA;BOG;160;616;261928744
BRA;BOG;75;351;149248359
BRA;BOG;3630;12410;522031761
BRA;BOG;120;2430;102803823
BRA;BOG;300;10377;44091873
BRA;BOG;399;172927;702227149
BRA;BOG;2;87821;382846867
BRA;BOG;3;134464;586182361
BRA;BOG;83;802852;341379896
BRA;BOG;109;651946;2772133067
BRA;BOG;1;157728;687599443
BRA;BOG;375;1217698;5131342841
BRA;BOG;20;10548;448510453
BRA;BOG;60;1296;538480224
BRA;BOG;2500;174025;763388506
BRA;BOG;110745;2650797;1162814517
BRA;BOG;3;17855;77837087
BRA;BOG;1;12377;53956293
BRA;BOG;1;50;2030415
BRA;BOG;1;24;1017324
BRA;BOG;27;3744;158702544
BRA;BOG;500;30;1315998
BRA;BOG;8;458;1859859
BRA;BOG;4;2185;9261887
