DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
USA;BUN;95;66;2790077
USA;BUN;523;46;1944599
USA;BUN;18;5;2113695
USA;BUN;540;886;37454675
USA;BUN;80;208;86141744
USA;BUN;1992;3544296;150597137
USA;BUN;5518;212461;902746789
USA;BUN;4800;11368032;4830276797
USA;BUN;17000;137700;585087300
USA;BUN;10000;35000;148715000
USA;BUN;12861;2014978;8561641522
USA;BUN;95000;19650805;809735001
USA;BUN;240;551664;2273197712
USA;BUN;494;285038;1174533283
USA;BUN;22200;12472914;5139613888
USA;BUN;58088;31112792;1271525047
USA;BUN;49986;5048586;2134234197
USA;BUN;2792507;7498797;3139753803
USA;BUN;119136;3600734;1462196865
USA;BUN;70740;5668632;2335827839
USA;BUN;165131;3232518;1331997832
USA;BUN;5889532;1697977;6996717986
USA;BUN;156680;55603699;2257971690
USA;BUN;13882;114250;470780835
USA;BUN;24681;2525143;1073112546
PHL;BUN;20000;19600;82739244
PHL;BUN;10000;10800;47081519
PHL;BUN;7980;1925976;7936215225
PHL;BUN;50000;43000;188626380
PHL;BUN;469377;8718836;3534406862
PHL;BUN;50000;43000;181200710
PHL;BUN;1025652;18193104;7980696159
FIN;BUN;15400;275814;1165973345
FIN;BUN;105141;48792603;2010557758
FRA;BUN;19205;7536316;3194531308
FRA;BUN;39093;16762669;7219572109
FRA;BUN;38357;15610203;6632775255
FRA;BUN;19237;7973187;3232138653
FRA;BUN;64958;29643725;1292288548
FRA;BUN;600000;650000;2751709299
FRA;BUN;232500;2346825;9928501303
FRA;BUN;75000;82500;349025325
FRA;BUN;11664;76896;3373166074
FRA;BUN;75000;82500;359650499
FRA;BUN;19240;8161058;3439045358
FRA;BUN;39170;15773897;6651764727
FRA;BUN;21591;1770462;7504722848
FRA;BUN;340000;3208588;1357864816
FRA;BUN;60000;59700;252567416
FRA;BUN;190000;165965;7053031202
FRA;BUN;300000;286392;1212002352
FRA;BUN;24687;2978487;1265770599
FRA;BUN;20000;17670;716299392
FRA;BUN;60000;77400;328872600
FRA;BUN;349450;30873908;1311832351
FRA;BUN;13000;8205757;3486626149
FRA;BUN;40000;35340;150159660
FRA;BUN;49900;4408665;1787166983
GAB;BUN;9240512;14962992;6332293325
GRC;BUN;75280;3012183;1273012354
GRC;BUN;19903;8000722;3371480249
GRC;BUN;81454;34372556;1471465316
GRC;BUN;19231;7758601;3259799486
GRC;BUN;19991;8516166;3458270238
GTM;BUN;552000;182160;7627057416
GTM;BUN;50000;38799;164856951
GTM;BUN;720;100787;424565237
GTM;BUN;876;750317;3160710362
GTM;BUN;48729;9339954;3952640513
GTM;BUN;13899;2750464;1163988113
GTM;BUN;5664;2010828;847061295
GTM;BUN;294;21;884625
GTM;BUN;183;382;1609175
GTM;BUN;10;10;42125
GTM;BUN;1;4;16850
GTM;BUN;3279;28356;11944965
GTM;BUN;1500;54;227475
GTM;BUN;1620;332;139855
GTM;BUN;50;40;168500
GTM;BUN;25000;7126325;3020742273
GTM;BUN;437;355067;1505075752
GTM;BUN;10128;129619;549435498
GTM;BUN;144;1416376;6003805407
GTM;BUN;2565;341277;1446622011
GTM;BUN;1955;210674;893015484
GTM;BUN;79094;634568;2689838566
GTM;BUN;1008;59686;253000001
GTM;BUN;16000;55706;234661525
GTM;BUN;3675;75119;317557309
GTM;BUN;4875;96719;408868933
GTM;BUN;1586;158619;670544374
GTM;BUN;5304;141918;599942734
GTM;BUN;33;221795;937613965
GTM;BUN;57;141793;59941431
GTM;BUN;97;223588;945193675
GTM;BUN;72;133793;56559519
GTM;BUN;21;49793;21049443
GTM;BUN;16;321795;1360352965
GTM;BUN;75;117793;49795695
GTM;BUN;19448;270939;1145364819
GTM;BUN;24;49794;210498657
GTM;BUN;16060;557282;2333345307
GTM;BUN;320;23875;100928936
GTM;BUN;570;17955;7610855175
GTM;BUN;314;41884;177965116
GTM;BUN;2;2874;121824549
GTM;BUN;18000;244152;1006057614
GTM;BUN;5267;8967;3933518
GTM;BUN;2633;2078;9115479
GTM;BUN;30;16668;73116848
GTM;BUN;1430;1110046;4869394386
GTM;BUN;50;14709;64523381
GTM;BUN;300;50852;223070434
GTM;BUN;11996;8530508;3601657252
GTM;BUN;99;350036;1477883495
GTM;BUN;125962;91394;3874054569
GTM;BUN;22900;6546109;2757548416
GTM;BUN;21216;2079168;8813281276
GTM;BUN;35791;238917;1012733325
GTM;BUN;5634;287915;1220428497
GTM;BUN;774;150974;639956139
GTM;BUN;8392;629049;2666444353
GTM;BUN;6452;466109;1975766134
GTM;BUN;84;1881222;7876695326
GTM;BUN;96;782764;3277440695
GTM;BUN;710;207936;8706301113
GTM;BUN;1534993;3939946;1728320352
GTM;BUN;11200;4106;1700471158
GTM;BUN;11200;4106;1700471158
GTM;BUN;872;273468;114501325
GTM;BUN;29;36;1507323
GTM;BUN;96;1171;4902988
GTM;BUN;2;100;418701
GTM;BUN;3;109;456384
GTM;BUN;2;502;2101879
GTM;BUN;6228;2679;1121699979
GTM;BUN;3567281;10486387;4399332288
GTM;BUN;583709;2260646;9525374546
GTM;BUN;565416;2001153;8408099078
GTM;BUN;228;6027484;2561077952
GTM;BUN;143;2202915;9360185835
GTM;BUN;324;7058044;2984646355
GTM;BUN;97;2427919;1019890382
GTM;BUN;325;9270017;3905101495
GTM;BUN;190;2919695;1240578406
GTM;BUN;450;250;10555225
GTM;BUN;159;4111982;1666898815
GTM;BUN;212;5992846;242935594
GTM;BUN;36;563319;2283560029
GTM;BUN;25;460859;1868211779
GTM;BUN;866;18735072;7876153515
GTM;BUN;76;1961028;8210843846
GTM;BUN;63;1735965;7268502814
GTM;BUN;109;2309492;9669866098
GTM;BUN;152;3435656;1450324388
GTM;BUN;70;169116;708090383
GTM;BUN;2455478;7957292;3423534119
GTM;BUN;366969;1439242;6062806925
GTM;BUN;27072;14708;645189952
GTM;BUN;233606;70509;3092990099
GTM;BUN;19140;374052;157569405
GTM;BUN;1705;37598315;1594393297
GTM;BUN;889;21980792;930597345
GTM;BUN;552;15071265;6382884659
GTM;BUN;73;1136349;4797767748
GTM;BUN;145;2666592;1131064087
GTM;BUN;25;76435;323366675
GTM;BUN;1713;36650069;1563474543
GTM;BUN;392;10216964;4379223802
GTM;BUN;244;6799432;2870305425
GTM;BUN;159;2447532;1069606287
GTM;BUN;7;129569;54696128
GTM;BUN;13600;863072;3658432747
GTM;BUN;36000;7103016;2993189633
GTM;BUN;19609;1775945;7507612133
GTM;BUN;14260;91869;3883660919
GTM;BUN;16500000;222557376;9395014815
GTM;BUN;1620;160023;678313493
GTM;BUN;531278;2997361;1267101392
GTM;BUN;1;1125;4780125
GTM;BUN;10;13765;58487485
GTM;BUN;1;2600;11047400
GTM;BUN;3;15684;66641316
GTM;BUN;140;10465;4435956525
GTM;BUN;27951;833906;3503681074
GTM;BUN;32105;823888;3461590145
GTM;BUN;80487;240644;1011072985
GTM;BUN;108;410934;1726551528
GTM;BUN;660;2031882;8580467638
GTM;BUN;6;51474;216269555
GTM;BUN;5160;1699575;7184766359
GTM;BUN;177192;3612748;1527249477
GTM;BUN;204;28667;120801877
GTM;BUN;1640679;3012067;1269275998
GTM;BUN;277775;604308;2546535782
GTM;BUN;2943;1024164;4315796371
GTM;BUN;246888;27432;1112027443
GTM;BUN;20824;395824;166306641
GTM;BUN;19344;81913;3441599266
GTM;BUN;54419;3873591;1633464739
GTM;BUN;20000;56068;2459512528
GTM;BUN;50400;1732676;71781328
GTM;BUN;14043;968967;4012909002
GTM;BUN;36923;1348407;5645793588
GTM;BUN;32264;84336;3531156751
GTM;BUN;76473;2364536;9900335873
GTM;BUN;3456;133951;560854176
GTM;BUN;108;6828;2876295
GTM;BUN;2268;154836;65224665
GTM;BUN;126;3438;14482575
GTM;BUN;282;18189;766211625
GTM;BUN;150;6774;28535475
GTM;BUN;180;52562;221417425
GTM;BUN;42292;1659967;6950298428
GTM;BUN;22344;948639;3971960977
GTM;BUN;1;12000;50767319
GTM;BUN;1168816;2915146;1235686662
GTM;BUN;2808;1113;471784005
GTM;BUN;720;5368;227541468
GTM;BUN;1008;841;356487285
GTM;BUN;192096;61206;2594430531
GTM;BUN;1783368;4121346;1746976749
GTM;BUN;4320;7308;309775158
GTM;BUN;80;620;2628087
GTM;BUN;2955;93780;397519353
GTM;BUN;686;3500;14835975
GTM;BUN;5215;141602;600229637
GTM;BUN;56;268963;1140093812
GTM;BUN;34224;1117183;4735571159
GTM;BUN;300827;374103;1585766501
GTM;BUN;1113;130;5510505
GTM;BUN;864;1296;5493549
GTM;BUN;30390;209691;8778439454
GTM;BUN;4100792;9378051;3980177925
GTM;BUN;79728;2102184;8862796639
GTM;BUN;350;3500;14743750
GTM;BUN;1602;115212;48533055
GTM;BUN;1536;17592;7410630
GTM;BUN;5730;911676;3999212641
GTM;BUN;2610;152207;667680358
GTM;BUN;190;12608;53111200
GTM;BUN;2808;1113;469918617
GTM;BUN;2730;11472;4863801822
GTM;BUN;25633;301282;1273636513
GTM;BUN;168;1561;659068249
GTM;BUN;230833;1597335;6752558005
GTM;BUN;249349;1649025;6990213412
GTM;BUN;553032;1015682;4293683929
GTM;BUN;4968;1034945;4375116142
GTM;BUN;1450606;5054614;2173584229
GTM;BUN;39052;246507;1042081226
GTM;BUN;2435976;501835;2201379521
GTM;BUN;14136;239134;1011981888
GTM;BUN;96;215;9431319
GTM;BUN;1440;3225;1397006575
GTM;BUN;10187;738442;3121682326
GTM;BUN;667;159525;674374389
GTM;BUN;540;2708;1187907528
GTM;BUN;4;936;3977064
GTM;BUN;15;2796;11880204
GTM;BUN;76256;5692491;2375278981
GTM;BUN;25200;867308;3685191692
GTM;BUN;16978;74292;315666708
GTM;BUN;10588;481584;2112545269
GTM;BUN;201718;9530273;4100339241
GTM;BUN;3224184;3197902;1402810879
GTM;BUN;16752;733038;3114678462
GTM;BUN;203;93;395157
GTM;BUN;1360;460;19460806
GTM;BUN;1908;89736;379638018
GTM;BUN;29708;2065064;874525469
GTM;BUN;21283;2119787;9298784841
GTM;BUN;280575;18722417;8212887775
GTM;BUN;301214;888162;3741382425
GTM;BUN;4135004;8908382;3752655918
GTM;BUN;620;28510;1250636766
GTM;BUN;2810;9969694;4373365788
GTM;BUN;924;19854;839945309
GTM;BUN;12;272286;1154179511
GTM;BUN;13;62546;2651231121
GTM;BUN;819;554632;2346431685
GTM;BUN;538536;1442236;6089250193
GTM;BUN;387648;148916;6287367544
GTM;BUN;21000;1529514;6426298956
GTM;BUN;598;47609;208844495
GTM;BUN;333;7;29743
GTM;BUN;5;1;4249
GTM;BUN;1560;79802;350064241
GTM;BUN;200;12;50988
GTM;BUN;576;131232;575670165
GTM;BUN;1125;375;16449975
GTM;BUN;10;29;12721314
GTM;BUN;8;80;3509328
GTM;BUN;15;435;19081971
GTM;BUN;4;3012;132126199
GIN;BUN;11540581;20467048;8661593312
GUY;BUN;371000;26595454;1090269446
GUY;BUN;25950;1869516;7703565019
GUY;BUN;106000;818744;3428089315
GUY;BUN;265000;19091396;7993586597
GUY;BUN;26500;8639;3629701767
GUY;BUN;265000;19091395;7993586178
GUY;BUN;26500;8639;3577781377
GUY;BUN;53000;368562;1564280325
GUY;BUN;992;7044242;3070866857
GUY;BUN;20;10;43594
GUY;BUN;9;30;130781
GUY;BUN;11;803;35005982
GUY;BUN;10;753;32826282
GUY;BUN;25;5;21797
HTI;BUN;249800;16841496;7341881766
HTI;BUN;250000;168550;734776870
HTI;BUN;625000;4449625;1864662878
HTI;BUN;168000;65016;2692592129
HTI;BUN;100000;71020;300675766
HTI;BUN;500000;35250375;1491785295
HTI;BUN;9115896;14967803;6286338261
HTI;BUN;675000;4880025;2066140826
HTI;BUN;530000;370046;1572325454
HTI;BUN;142155;262575;1106483173
HTI;BUN;1808732;30695064;1292268333
HTI;BUN;6974544;11456645;4848417794
HTI;BUN;175000;1350125;5722977356
HTI;BUN;142155;262575;1111209523
HTI;BUN;10550937;17905454;7577534416
HTI;BUN;117612;30888;1307170894
HTI;BUN;84000;32508;1346296064
HTI;BUN;800000;562976;2382497543
HTI;BUN;125000;8195375;3464504632
HND;BUN;10;73573;311358728
HND;BUN;250;12053;51007934
HND;BUN;1620;5493;232462112
HND;BUN;209;45066;19071796
HND;BUN;6042;14148;598739115
HND;BUN;124;234;9902809
HND;BUN;24;37561;158957025
HND;BUN;46;154457;65365739
HND;BUN;19152;267805;1133342725
HND;BUN;1273;76209;322514201
HND;BUN;98800;1993412;8436059781
HND;BUN;170;47541;201192085
HND;BUN;85074;3039322;1286231952
HND;BUN;96670;2175075;9107060773
HND;BUN;22440;5049;2114021348
HND;BUN;76;2067428;8784501572
HND;BUN;630;1786365;7590264885
HND;BUN;109;2309492;1013095618
HND;BUN;63;1824165;8001991638
HND;BUN;143;2202915;9360185835
HND;BUN;215;4748552;2012036907
HND;BUN;76;1717828;725162194
HND;BUN;126;358533;1513507621
HND;BUN;106;243906;1029622349
HND;BUN;152;3785256;159199829
HND;BUN;126;364833;1533830899
HND;BUN;169;3616638;1537423119
HND;BUN;188;4780148;2031690843
HND;BUN;326;8899187;377251173
HND;BUN;143;2202915;9366992842
HND;BUN;106;243906;1037110264
HND;BUN;126;351099;1492904547
HND;BUN;78;1769462;7519700354
HND;BUN;302;756202;3213639201
HND;BUN;77;2109187;8963433085
HND;BUN;8;118381;503084919
HND;BUN;1;1818;77259727
HND;BUN;299;6560093;273182762
HND;BUN;256;6433423;2664330389
HND;BUN;442;11860283;4958389294
HND;BUN;231;3566681;1447664215
HND;BUN;31;564005;2332728543
HND;BUN;80;248615;1057133355
HND;BUN;296;6725002;2950029727
HND;BUN;43;109243;4792118982
HND;BUN;311;8474985;371768777
HND;BUN;74;1145317;5024116271
HND;BUN;25;45476;1994877501
HND;BUN;25000;8350;350827755
HND;BUN;20996;843824;3567173139
HND;BUN;50000;17300;71646739
HND;BUN;240;768;324663552
HND;BUN;25000;8650;358233695
HND;BUN;28000;2001076;8126029453
HND;BUN;17472;108832;4600753084
HND;BUN;30276234;2873487;1205756993
HND;BUN;594;313254;1319582475
HND;BUN;192;150336;6332904
HND;BUN;2466;1213758;5112955575
HND;BUN;1380;31131;1311393375
HND;BUN;2740;1721352;72511953
HND;BUN;570;477066;2009640525
HND;BUN;604;1333413;5617002261
HND;BUN;40944;2164854;9119447475
HND;BUN;502175;2602729;1096399591
HND;BUN;245300;3090913;1302047101
HND;BUN;4891572;455994;1888467231
HND;BUN;28000;1949948;8249469508
HND;BUN;23400;2176481;8838319339
HND;BUN;23400;1485208;6020676782
HND;BUN;8800;1820964;7673487667
HND;BUN;12240;2659436;1120678352
HND;BUN;153809;6751031;2849873475
HND;BUN;6286;27265363;1191518697
HND;BUN;1125;375;1634775
HND;BUN;7;511;22276534
HND;BUN;48400;2141928;9040571327
HND;BUN;16000;36878;1617712475
HND;BUN;102;11906;49307865
HND;BUN;2680252;4313766;1856085095
HND;BUN;1330195;2744767;1150623567
HND;BUN;80000;25244;1040209313
HKG;BUN;56000;2840808;1161092205
HKG;BUN;19370;2566525;1125847256
HKG;BUN;27600;21528;8742154824
HKG;BUN;150;228315;9617769375
HKG;BUN;1102;1694876;7154732598
HKG;BUN;5236;2252077;9279953526
HKG;BUN;876;399949;1648037848
HKG;BUN;288000;334560;1400806066
HKG;BUN;146880;348839;1460592381
HUN;BUN;171612;4247397;1797485668
IND;BUN;220320;5913102;2490894218
IND;BUN;24400;2257665;9569903285
IND;BUN;8700;13122;55755378
IND;BUN;1470;197862;8153141144
IND;BUN;10000;22064986;8944615765
IND;BUN;2;39277;1664893115
IND;BUN;27844;16484177;6959767887
IND;BUN;25798;4656023;2042438985
IND;BUN;78676;42239507;1787655126
IND;BUN;25910;1317609;5562141457
IND;BUN;177334;91513184;4014372237
IND;BUN;25492;358654;1525029087
IND;BUN;22786;4046366;1705126493
IND;BUN;21119;3670501;1555870316
IND;BUN;22100;39214;166620286
IND;BUN;21570;282509;1197513275
IND;BUN;299112;5182641;219684378
IDN;BUN;8351;4649638;1977067924
IDN;BUN;8143;3906382;1661028784
IDN;BUN;100000;170740;6921389824
IDN;BUN;13000;5736206;2325320243
IDN;BUN;75000;126897;5378973485
IRQ;BUN;23508;45720;2005580952
IRL;BUN;19247;955991;4027112088
IRL;BUN;19210;7028107;2961623205
ISR;BUN;57953;22109419;9400568995
ISR;BUN;38500;17324266;7138671696
ISR;BUN;19250;9336481;3957594249
ISR;BUN;38381;14917782;6271833861
ISR;BUN;19962;7516605;3193805465
ISR;BUN;38492;15839019;6731123743
ISR;BUN;38500;15399254;6543143025
ISR;BUN;57653;23068613;1011941619
ISR;BUN;19259;7568787;3218316351
ISR;BUN;38492;15699237;6375193259
ISR;BUN;19265;7477128;3177031687
ISR;BUN;38623;14585899;6010294714
ISR;BUN;75000;55875;2353734375
ISR;BUN;49950;4070925;1714877156
ISR;BUN;1300006;4453271;1864589021
ISR;BUN;250;1066;4532727
ISR;BUN;100;7994;33991207
ISR;BUN;20000;3649982;154717262
ISR;BUN;19000;339462;1489104377
ISR;BUN;50000;36000;157919760
ITA;BUN;19957;7875602;3308957807
ITA;BUN;80838;33141136;1417312830
ITA;BUN;39786;16402062;6758666472
ITA;BUN;19213;7624256;3141666176
ITA;BUN;19280;9089305;3764272041
ITA;BUN;21023;9037725;3755120511
ITA;BUN;40000;38000;165657200
ITA;BUN;200000;200000;846121999
ITA;BUN;19950;7432919;315877502
ITA;BUN;62923;24137288;1010630662
ITA;BUN;61846;24888952;1049326464
ITA;BUN;63088;23936319;1011881556
ITA;BUN;20993;10552106;4445074653
ITA;BUN;200000;148000;623450000
ITA;BUN;140000;99400;419675746
ITA;BUN;19241;702878;2971339428
ITA;BUN;19247;7030972;2987959202
ITA;BUN;52000;45240;1914543228
ITA;BUN;24975;22061;9380535749
ITA;BUN;300000;252000;1066456440
JAM;BUN;189;5531652;2352108215
JAM;BUN;26500;194995;8164460149
JAM;BUN;53000;3899899;1632891611
JAM;BUN;106000;7516169;3105205597
JAM;BUN;980500;69657662;2852434381
JAM;BUN;742000;52713906;2154875196
JAM;BUN;26500;188264;7645080991
JAM;BUN;159000;11295838;468667331
JAM;BUN;79500;614058;2530299676
JAM;BUN;15913;6262101;2649250711
JAM;BUN;3989;1622521;6864253567
JAM;BUN;132500;7135125;3005671406
JAM;BUN;79500;60579;2560910588
JAM;BUN;53000;38160;1673949456
JAM;BUN;265000;193980;8509243068
JAM;BUN;106000;786308;3319863144
JAM;BUN;58000;4386166;1847108322
JAM;BUN;20000;59536;252968464
JAM;BUN;265000;18373109;7767029726
JAM;BUN;20500;148213;6008199308
JAM;BUN;5496;4628;196173978
JAM;BUN;56;1299;550626615
JAM;BUN;106000;818744;3324780197
JAM;BUN;35000;2674756;1152012239
JAM;BUN;22000;1606396;7046713077
JAM;BUN;5272;20339378;8607563751
JAM;BUN;936565;220829;9345417028
JAM;BUN;12672;29392;1243860621
JAM;BUN;360;648;2753352
JAM;BUN;456;2610;11089890
JAM;BUN;24;1488;6322512
JAM;BUN;2474;134401;571069849
JAM;BUN;326;2857;12139393
JAM;BUN;22000;1627956;685776465
JAM;BUN;2860;7578669;3220176458
JAM;BUN;14000;115122;4895091049
JAM;BUN;40;20;846394
JPN;BUN;87125;32153371;1303420492
JPN;BUN;43;5841243;2476015289
JPN;BUN;94292;37071798;1560503481
JPN;BUN;121080;10379244;4373075653
JPN;BUN;41760;4714704;2003277730
JPN;BUN;2632;3302011;1399672933
JPN;BUN;153612;56216401;2316464263
JPN;BUN;28800;517509;215909692
JPN;BUN;258490;4543163;1898709674
JPN;BUN;8400;150276;610245289
JPN;BUN;65240;1138438;4623003183
JPN;BUN;36720;16643271;7017210134
JPN;BUN;105033;45963941;1936906685
JPN;BUN;4500;810;34133157
JPN;BUN;36430;64421;2714681612
JPN;BUN;18900;338418;1382061182
JPN;BUN;157420;2749448;1125840014
JPN;BUN;216104;92432401;3887053187
JPN;BUN;21600;5568576;2294598564
JPN;BUN;124112;50262206;2100410013
JPN;BUN;23850;155025;6800419665
JPN;BUN;69550;36497752;1536869507
JPN;BUN;27648;9126605;3858171871
JPN;BUN;78699;29234718;1187172199
JPN;BUN;1902;6083752;2506883017
JPN;BUN;350732;5861418;2427465235
JPN;BUN;1000;8876;3675933268
JPN;BUN;25156;500209;2194246812
JPN;BUN;709120;131048;5539910047
JPN;BUN;99400;17892;758415042
JPN;BUN;34934;13358339;541515003
JPN;BUN;300;57;24096123
JPN;BUN;2100;22176;9727857216
JPN;BUN;50455;28253206;1192678013
JPN;BUN;124620;224685;9498311221
JPN;BUN;2400;432;182364048
JPN;BUN;576540;796524;3379054903
JPN;BUN;157575;5909111;2486375965
JPN;BUN;204689;85751657;3711754582
JPN;BUN;136977;50939071;2151982798
JPN;BUN;131073;54193935;2281068872
JPN;BUN;104933;38633333;1568833976
JPN;BUN;39780;1829401;7415952598
JPN;BUN;161498;62985491;2651008930
JPN;BUN;25880;10256969;4165180742
JPN;BUN;153708;57119704;2406167531
JPN;BUN;25730;433356;1836931081
JPN;BUN;12524;12465613;5300490838
JPN;BUN;20568;15386921;6542657291
JPN;BUN;2104;7421565;3137384967
JPN;BUN;18953;7955071;3382567785
JOR;BUN;38466;154341;6531664818
LVA;BUN;7810;3675152;1612164227
LVA;BUN;12170;6665904;2924105444
LVA;BUN;450000;312750;1320458648
LBN;BUN;38523;17333778;737047841
LBN;BUN;39125;15274312;6468550513
LBR;BUN;139776;23995;1015461202
LBR;BUN;522432;134124;5676087442
LBY;BUN;19257;8607879;3775983849
LTU;BUN;19804;44625;1957547025
MAC;BUN;19277;7889768;3198322593
MKD;BUN;25000;18500;77931250
MKD;BUN;25000;17625;742453125
MYS;BUN;21836;38631;163076517
MYS;BUN;12877;414884;1751387168
MYS;BUN;21230;40337;1715165543
MYS;BUN;2932884;11290188;4790045393
MYS;BUN;19214;7512674;3175900294
MYS;BUN;19212;7511892;3194124085
MYS;BUN;19231;7885792;3353109731
MYS;BUN;19952;7661568;3255400243
MYS;BUN;173225;68359534;2775964465
MYS;BUN;19057;9171452;3853413072
MYS;BUN;19209;9140851;4009780545
MYS;BUN;50434;35829878;1454990435
MYS;BUN;80570;12930935;5251032878
MYS;BUN;75412;39004911;1711012829
MYS;BUN;132256;20618497;8974920338
MYS;BUN;56262;9063921;383167290
MYS;BUN;24788;394382;1667206523
MYS;BUN;25206;3928355;1723235774
MYS;BUN;25524;18432999;8085929939
MYS;BUN;41;2389822;1016173823
MYS;BUN;23620;3424889;1451759074
MYS;BUN;16107;1300815;5531182452
MYS;BUN;53110;22751879;9674303718
MYS;BUN;24110;3445587;1426965737
MYS;BUN;960;95242;401206925
MYS;BUN;10000;16699;7325283534
MLI;BUN;227244;40890;1712068389
MLT;BUN;130000;96590;4087659823
MEX;BUN;58;36372;1546570174
MEX;BUN;22119;492048;209223238
MEX;BUN;200000;49200;207327324
MEX;BUN;604;1472;606555264
MEX;BUN;21504;4620126;1907256946
MEX;BUN;233100;367325;1550414696
MEX;BUN;83200;13760;58326576
MEX;BUN;900000;221400;947923608
MEX;BUN;37800;913724;3884149352
MEX;BUN;18400;362975;1503235554
MEX;BUN;616800;10544544;4471542018
MEX;BUN;491780;13702602;5798900059
MEX;BUN;1;235743;1027698034
MEX;BUN;16831;4190531;1726758585
MEX;BUN;2940;1117072;4603029224
MEX;BUN;10925;2202227;9319758597
MEX;BUN;18163;3893707;1630299015
MEX;BUN;10400;3494297;1476585619
MEX;BUN;2604;10602;465073693
MEX;BUN;58032;1480932;6496345167
MEX;BUN;11718;78306;343501797
MEX;BUN;186;594489;2607821116
MEX;BUN;3720;64728;2743722828
MEX;BUN;640;11235;4652896605
MEX;BUN;1847987;4998105;2110244914
MEX;BUN;768;1235052;5225023341
MEX;BUN;114;2050;8447271
MEX;BUN;89;6580;271136796
MEX;BUN;42400;12508;5154071496
MEX;BUN;291840;474352;1954624338
MEX;BUN;373232;6550222;2699097578
MEX;BUN;4836;7799766;3213987177
MEX;BUN;700;1900;7829178
MEX;BUN;4667;5591217;2303928059
MEX;BUN;51;1078553;4444307062
MEX;BUN;2;98026;4039278961
MEX;BUN;184978;9649008;4066063024
MEX;BUN;38;469;197635193
MEX;BUN;941;1185042;4993731436
MEX;BUN;108000;22720;96537280
MEX;BUN;79500;12720;54047280
MEX;BUN;34888;2085832;8841528972
MEX;BUN;2386248;17702738;7503925097
MEX;BUN;1049756;3134762;1320979303
MEX;BUN;45255;137877;581009541
MEX;BUN;388683;783654;3302294446
MEX;BUN;452147;5613999;2365722337
MEX;BUN;198727;2373338;1000117513
MEX;BUN;20564;246575;1039059652
MEX;BUN;77374;798917;336661227
MEX;BUN;15875;215525;9135781462
MEX;BUN;5900;4130;175064505
MEX;BUN;1784;3025;1282252125
MEX;BUN;120604;250792;1056829964
MEX;BUN;37900;893375;3786882619
MEX;BUN;3655;500425;2121226511
MEX;BUN;2;9;381496
MEX;BUN;40;30;1271655
MEX;BUN;20;280;1186878
MEX;BUN;475307;31750277;1390839193
MEX;BUN;72459;127325;5331110483
MEX;BUN;424658;2523616;1055234758
MEX;BUN;1560828;3099624;1359699662
MEX;BUN;518539;10485952;4503662409
MEX;BUN;74753;569994;250036988
MEX;BUN;7150;6376;2796934416
MEX;BUN;357;8350;36628611
MEX;BUN;73800;1046325;4589872025
MEX;BUN;3380;313905;1376994507
MEX;BUN;10450;4420;193890372
MEX;BUN;222288;1368386;5777448846
MEX;BUN;1728000;5072972;2141854435
MEX;BUN;30000;90;3888099
MEX;BUN;3000;96;41473056
MEX;BUN;1;117517;4996928605
MEX;BUN;3;21600;91197144
MEX;BUN;2205188;4379592;1921178104
MEX;BUN;10000;30;1315998
MEX;BUN;1000;32;14037312
MEX;BUN;584376;1160568;4782259712
MEX;BUN;163421;3219024;1326437467
MEX;BUN;10000;30;1236186
MEX;BUN;1000;32;13185984
MEX;BUN;355363;2435735;101984468
MEX;BUN;759504;3149979;1318899357
MEX;BUN;18953;10015573;4219060126
MEX;BUN;6720;85796;3763578813
MEX;BUN;57764;22522505;9509204314
MEX;BUN;100330;14056511;5921305259
MEX;BUN;9;152706;647297828
MEX;BUN;4;14244;60378179
MEX;BUN;260;953078;403995468
MEX;BUN;1367;4895244;2075020503
MEX;BUN;1718;1070856;4539197955
MEX;BUN;40320;4047322;1712264093
MEX;BUN;28272;5001347;2117892481
MEX;BUN;30;13216;5797409856
MEX;BUN;73094;1242805;5121127139
MEX;BUN;811;47351;195115477
MEX;BUN;213;101168;416874884
MEX;BUN;4485;11122;458295356
MEX;BUN;56;957;39434333
MEX;BUN;17992;307403;1266690949
MEX;BUN;97254;1661354;6845808519
MEX;BUN;4782;81689;336609327
MEX;BUN;122;5596;23058989
MEX;BUN;3509;59941;246994083
MEX;BUN;1;64990239;2678000786
MEX;BUN;9252;158047;651251629
MEX;BUN;978;16718;68888525
MEX;BUN;1;243811;1004652482
MEX;BUN;2;716804;2953676897
MEX;BUN;59839;2776041;1178053958
MEX;BUN;19142;8081387;335776781
MEX;BUN;117162;1220159;5184455591
MEX;BUN;23032;3748802;159286597
MEX;BUN;220331;177402;753781098
MEX;BUN;16111;7997362;3398079114
MEX;BUN;4662;5544;228447172
MEX;BUN;568755;5589965;2303412158
MEX;BUN;8136;2999952;1236166221
MEX;BUN;50762;11937868;4919141764
MEX;BUN;13;31395;129366864
MEX;BUN;21;38997;160691818
MEX;BUN;29916;1256325;5260245338
MEX;BUN;38952;2439369;102136624
MEX;BUN;55824;2503888;1048380409
MEX;BUN;46000;904386;3833556596
MEX;BUN;20000;38278;1622547003
MEX;BUN;149058;2075815;8799068412
MEX;BUN;6616;1815106;7693962068
MEX;BUN;362958;23754287;1006908594
MEX;BUN;86433;49501413;2098290645
MEX;BUN;16191;1521954;6451334712
